unification	341	2016-06-09 00:39:01.000000	2016-06-09 00:39:01.000000	false	false	19
due to	172	2016-01-27 10:41:12.000000	2016-01-27 10:41:12.000000	false	false	18
coverage	176	2016-01-27 11:22:43.000000	2016-01-27 11:22:43.000000	false	false	18
current affairs	178	2016-01-27 11:25:30.000000	2016-01-27 11:25:30.000000	false	false	18
headlines	180	2016-01-27 11:31:37.000000	2016-01-27 11:31:37.000000	false	false	18
shelf	183	2016-01-27 11:34:28.000000	2016-01-27 11:34:28.000000	false	false	18
aware	185	2016-01-27 11:37:06.000000	2016-01-27 11:37:06.000000	false	false	18
predicament	205	2016-02-07 12:14:27.000000	2016-02-07 12:14:27.000000	false	false	18
stick	206	2016-02-07 12:15:15.000000	2016-02-07 12:15:15.000000	false	false	18
potently	204	2016-02-07 12:13:09.000000	2016-02-22 17:57:53.000000	true	false	18
experienced	209	2016-02-07 12:17:43.000000	2016-02-07 12:17:43.000000	false	false	18
pile	210	2016-02-07 12:18:15.000000	2016-02-07 12:18:15.000000	false	false	18
incentive	203	2016-02-07 12:12:32.000000	2016-02-22 17:57:29.000000	true	false	18
assume	166	2016-01-26 14:40:13.000000	2016-02-22 17:48:07.000000	true	false	18
iron	211	2016-02-07 12:18:46.000000	2016-02-07 12:18:46.000000	false	false	18
applicable	174	2016-01-27 10:52:57.000000	2016-02-22 18:02:27.000000	true	false	18
time off	213	2016-02-07 12:19:36.000000	2016-02-07 12:19:36.000000	false	false	18
outcome	196	2016-02-05 09:43:20.000000	2016-02-22 17:57:21.000000	true	false	18
exclude	190	2016-02-01 11:47:19.000000	2016-02-22 18:20:50.000000	true	false	18
subtraction	195	2016-02-01 15:09:22.000000	2016-02-09 15:52:08.000000	true	false	18
deduction	163	2016-01-26 14:38:15.000000	2016-01-28 10:42:04.000000	true	false	18
mistaken	187	2016-01-28 09:38:47.000000	2016-01-28 10:42:39.000000	true	false	18
assemble	108	2016-01-25 08:35:38.000000	2016-02-09 16:00:47.000000	true	false	18
above	194	2016-02-01 13:36:07.000000	2016-02-22 18:01:32.000000	true	false	18
reliable	165	2016-01-26 14:39:28.000000	2016-01-28 10:47:35.000000	true	false	18
contribution	188	2016-02-01 11:41:11.000000	2016-02-01 11:41:11.000000	false	false	18
revenue	189	2016-02-01 11:42:08.000000	2016-02-01 11:42:08.000000	false	false	18
divided	192	2016-02-01 11:59:30.000000	2016-02-01 11:59:30.000000	false	false	18
division	193	2016-02-01 13:19:31.000000	2016-02-01 13:19:31.000000	false	false	18
tie	197	2016-02-05 09:49:49.000000	2016-02-05 09:49:49.000000	false	false	18
head off	215	2016-02-07 12:20:32.000000	2016-02-07 12:20:32.000000	false	false	18
nipple	216	2016-02-07 12:21:00.000000	2016-02-07 12:21:00.000000	false	false	18
to iron	219	2016-02-07 12:23:23.000000	2016-02-07 12:23:23.000000	false	false	18
to lift	220	2016-02-07 12:24:35.000000	2016-02-07 12:24:35.000000	false	false	18
towel	221	2016-02-07 12:24:52.000000	2016-02-07 12:24:52.000000	false	false	18
household	223	2016-02-07 12:25:55.000000	2016-02-07 12:25:55.000000	false	false	18
mopping	224	2016-02-07 12:26:30.000000	2016-02-07 12:26:30.000000	false	false	18
vomit	225	2016-02-07 12:26:46.000000	2016-02-07 12:26:46.000000	false	false	18
apathy	226	2016-02-07 12:27:11.000000	2016-02-07 12:27:11.000000	false	false	18
prominent	227	2016-02-07 12:27:55.000000	2016-02-07 12:27:55.000000	false	false	18
horn	228	2016-02-07 12:28:17.000000	2016-02-07 12:28:17.000000	false	false	18
tails	233	2016-02-07 14:37:07.000000	2016-02-07 14:37:07.000000	false	false	18
coin	234	2016-02-07 14:38:43.000000	2016-02-07 14:38:43.000000	false	false	18
restrictions	237	2016-02-07 15:52:18.000000	2016-02-07 15:52:18.000000	false	false	18
along	214	2016-02-07 12:20:02.000000	2016-02-10 13:03:20.000000	true	false	18
deteriorate	149	2016-01-26 12:28:56.000000	2016-02-22 18:01:16.000000	true	false	18
battle	238	2016-02-08 09:41:36.000000	2016-02-09 16:00:31.000000	true	false	18
opponents	186	2016-01-28 09:36:14.000000	2016-02-22 17:59:34.000000	true	false	18
keen	167	2016-01-26 14:41:09.000000	2016-02-09 16:00:42.000000	true	false	18
adjust	181	2016-01-27 11:32:30.000000	2016-02-22 17:56:12.000000	true	false	18
brevity	236	2016-02-07 15:00:44.000000	2016-02-10 11:44:35.000000	true	false	18
feature	182	2016-01-27 11:33:31.000000	2016-02-22 17:56:00.000000	true	false	18
remaining	171	2016-01-27 10:40:18.000000	2016-02-22 18:01:21.000000	true	false	18
biased	169	2016-01-27 10:25:15.000000	2016-02-10 13:06:22.000000	true	false	18
gossip	207	2016-02-07 12:15:59.000000	2016-02-22 17:52:46.000000	true	false	18
confluence	136	2016-01-25 18:06:21.000000	2016-02-10 13:03:50.000000	true	false	18
district	218	2016-02-07 12:21:42.000000	2016-02-10 13:04:59.000000	true	false	18
aimed at	177	2016-01-27 11:23:40.000000	2016-02-10 13:13:19.000000	true	false	18
waist	222	2016-02-07 12:25:18.000000	2016-02-22 17:58:33.000000	true	false	18
appaled	230	2016-02-07 12:29:41.000000	2016-02-22 17:56:31.000000	true	false	18
gesture	231	2016-02-07 12:30:09.000000	2016-02-29 09:44:40.000000	true	false	18
glossy	179	2016-01-27 11:29:57.000000	2016-02-10 13:11:22.000000	true	false	18
output	191	2016-02-01 11:57:03.000000	2016-02-10 13:13:35.000000	true	false	18
fee	135	2016-01-25 17:13:11.000000	2016-02-22 17:50:27.000000	true	false	18
many metters	175	2016-01-27 10:54:50.000000	2016-02-22 15:57:36.000000	true	false	18
vanity	229	2016-02-07 12:28:49.000000	2016-02-22 18:26:31.000000	true	false	18
reach out	212	2016-02-07 12:19:02.000000	2016-02-29 09:45:01.000000	true	false	18
eradication	145	2016-01-26 12:24:31.000000	2016-02-22 17:51:52.000000	true	false	18
flick	208	2016-02-07 12:17:21.000000	2016-02-22 17:59:26.000000	true	false	18
whether	173	2016-01-27 10:41:48.000000	2016-02-22 18:00:34.000000	true	false	18
hallway	217	2016-02-07 12:21:21.000000	2016-02-22 18:00:39.000000	true	false	18
doubtful	150	2016-01-26 12:29:48.000000	2016-02-22 18:02:19.000000	true	false	18
ahead	235	2016-02-07 14:57:56.000000	2016-02-29 09:41:36.000000	true	false	18
remark	184	2016-01-27 11:36:17.000000	2016-02-29 09:41:44.000000	true	false	18
tucked	232	2016-02-07 12:30:32.000000	2016-02-29 09:44:04.000000	true	false	18
harmless	168	2016-01-27 10:24:02.000000	2016-02-29 09:52:04.000000	true	false	18
vice-versa	245	2016-02-09 17:21:04.000000	2016-02-09 17:21:04.000000	false	false	18
neat	247	2016-02-09 17:48:10.000000	2016-02-09 17:48:10.000000	false	false	18
troll	248	2016-02-09 17:50:22.000000	2016-02-09 17:50:22.000000	false	false	18
stroll	249	2016-02-09 17:54:22.000000	2016-02-09 17:54:22.000000	false	false	18
get a head start	250	2016-02-09 17:55:16.000000	2016-02-09 17:55:16.000000	false	false	18
solid	262	2016-02-11 20:10:05.000000	2016-02-22 17:58:51.000000	true	false	18
literal	254	2016-02-10 14:19:21.000000	2016-02-22 17:59:11.000000	true	false	18
evaluates	244	2016-02-09 16:23:51.000000	2016-02-10 13:08:06.000000	true	false	18
flow	246	2016-02-09 17:29:00.000000	2016-02-10 13:08:40.000000	true	false	18
poverty	137	2016-01-25 19:05:36.000000	2016-02-10 13:12:18.000000	true	false	18
slay	239	2016-02-08 09:42:05.000000	2016-02-10 13:14:32.000000	true	false	18
courage	251	2016-02-10 13:18:14.000000	2016-02-10 13:18:14.000000	false	false	18
requirement	253	2016-02-10 13:46:24.000000	2016-02-10 13:46:24.000000	false	false	18
literal	255	2016-02-10 14:19:21.000000	2016-02-10 14:19:21.000000	false	false	18
kit-bag	257	2016-02-11 20:07:53.000000	2016-02-11 20:07:53.000000	false	false	18
orphans	259	2016-02-11 20:08:58.000000	2016-02-11 20:08:58.000000	false	false	18
hing up	260	2016-02-11 20:09:18.000000	2016-02-11 20:09:18.000000	false	false	18
cuffs	261	2016-02-11 20:09:40.000000	2016-02-11 20:09:40.000000	false	false	18
bland	264	2016-02-20 09:01:51.000000	2016-02-20 09:01:51.000000	false	false	18
wits	265	2016-02-20 09:02:25.000000	2016-02-20 09:02:25.000000	false	false	18
hearing	267	2016-02-20 09:03:49.000000	2016-02-20 09:03:49.000000	false	false	18
hear 	268	2016-02-20 09:04:10.000000	2016-02-20 09:04:10.000000	false	false	18
none the less a murderess	269	2016-02-20 09:05:13.000000	2016-02-20 09:05:13.000000	false	false	18
nodded 	271	2016-02-20 09:06:12.000000	2016-02-20 09:06:12.000000	false	false	18
sizing up	272	2016-02-20 09:06:51.000000	2016-02-20 09:06:51.000000	false	false	18
clerk	273	2016-02-20 09:08:38.000000	2016-02-20 09:08:38.000000	false	false	18
worshipper	274	2016-02-20 09:09:54.000000	2016-02-20 09:09:54.000000	false	false	18
notoriety	275	2016-02-20 09:11:33.000000	2016-02-20 09:11:33.000000	false	false	18
stir	277	2016-02-20 09:13:10.000000	2016-02-20 09:13:10.000000	false	false	18
committal	278	2016-02-20 09:13:57.000000	2016-02-20 09:13:57.000000	false	false	18
plainly	279	2016-02-20 09:14:25.000000	2016-02-20 09:14:25.000000	false	false	18
spinster	280	2016-02-20 09:14:53.000000	2016-02-20 09:14:53.000000	false	false	18
duffer	283	2016-02-20 09:16:10.000000	2016-02-20 09:16:10.000000	false	false	18
implying	285	2016-02-20 09:17:05.000000	2016-02-20 09:17:05.000000	false	false	18
plead	286	2016-02-20 09:17:34.000000	2016-02-20 09:17:34.000000	false	false	18
essential	287	2016-02-20 09:18:25.000000	2016-02-20 09:18:25.000000	false	false	18
upon	288	2016-02-20 09:18:40.000000	2016-02-20 09:18:40.000000	false	false	18
summing	289	2016-02-20 09:19:13.000000	2016-02-20 09:19:13.000000	false	false	18
guts	290	2016-02-20 09:19:42.000000	2016-02-20 09:19:42.000000	false	false	18
chivarly	291	2016-02-20 09:20:23.000000	2016-02-20 09:20:23.000000	false	false	18
pitfall	292	2016-02-20 09:23:13.000000	2016-02-20 09:23:13.000000	false	false	18
hitch	294	2016-02-20 09:24:11.000000	2016-02-20 09:24:11.000000	false	false	18
docile	295	2016-02-20 09:24:41.000000	2016-02-20 09:24:41.000000	false	false	18
mincemeat	296	2016-02-20 09:25:30.000000	2016-02-20 09:25:30.000000	false	false	18
pale	297	2016-02-20 09:25:55.000000	2016-02-20 09:25:55.000000	false	false	18
wipe	299	2016-02-20 09:27:20.000000	2016-02-20 09:27:20.000000	false	false	18
solicitor	301	2016-02-20 09:28:17.000000	2016-02-20 09:28:17.000000	false	false	18
jury	302	2016-02-20 09:28:45.000000	2016-02-20 09:28:45.000000	false	false	18
blustering	303	2016-02-20 09:29:29.000000	2016-02-20 09:29:29.000000	false	false	18
afterwards	27	2016-01-20 21:17:06.000000	2016-02-22 15:56:35.000000	true	false	18
led up	293	2016-02-20 09:23:42.000000	2016-02-22 15:57:54.000000	true	false	18
is nested	252	2016-02-10 13:44:36.000000	2016-02-22 18:01:08.000000	true	false	18
verdict	298	2016-02-20 09:26:53.000000	2016-02-22 18:01:38.000000	true	false	18
led some	256	2016-02-11 20:07:20.000000	2016-02-29 09:42:40.000000	true	false	18
plausible	306	2016-02-22 17:31:13.000000	2016-02-22 17:31:13.000000	false	false	18
maturity	307	2016-02-22 17:31:48.000000	2016-02-22 17:31:48.000000	false	false	18
demanding	308	2016-02-22 17:32:15.000000	2016-02-22 17:32:15.000000	false	false	18
youth	309	2016-02-22 17:32:37.000000	2016-02-22 17:32:37.000000	false	false	18
singles out	310	2016-02-22 17:33:04.000000	2016-02-22 17:33:04.000000	false	false	18
spoiled	311	2016-02-22 17:33:23.000000	2016-02-22 17:33:23.000000	false	false	18
crude	312	2016-02-22 17:33:43.000000	2016-02-22 17:33:43.000000	false	false	18
conceive	314	2016-02-22 17:34:50.000000	2016-02-22 17:34:50.000000	false	false	18
scoffed	315	2016-02-22 17:35:22.000000	2016-02-22 17:35:22.000000	false	false	18
vintage	316	2016-02-22 17:35:42.000000	2016-02-22 17:35:42.000000	false	false	18
insipidity	317	2016-02-22 17:36:12.000000	2016-02-22 17:36:12.000000	false	false	18
square	318	2016-02-22 17:36:43.000000	2016-02-22 17:36:43.000000	false	false	18
manslaughter	304	2016-02-20 09:30:28.000000	2016-02-22 18:01:44.000000	true	false	18
trial	276	2016-02-20 09:12:25.000000	2016-02-22 17:49:12.000000	true	false	18
presume	284	2016-02-20 09:16:43.000000	2016-02-22 18:01:56.000000	true	false	18
or tucked into	258	2016-02-11 20:08:29.000000	2016-02-22 17:50:41.000000	true	false	18
vague	281	2016-02-20 09:15:16.000000	2016-02-22 17:51:36.000000	true	false	18
prejudiced	266	2016-02-20 09:03:02.000000	2016-02-29 09:43:45.000000	true	false	18
t3st	339	2016-06-07 09:44:17.000000	2016-06-07 09:44:18.000000	false	false	18
stuff	300	2016-02-20 09:27:44.000000	2016-02-29 09:51:45.000000	true	false	18
dimly	282	2016-02-20 09:15:47.000000	2016-02-22 17:55:52.000000	true	false	18
ribbon	324	2016-03-03 21:07:04.000000	2016-03-03 21:07:04.000000	false	false	18
Cub	325	2016-04-27 15:29:50.000000	2016-04-27 15:29:50.000000	false	false	18
glanced	305	2016-02-20 09:30:51.000000	2016-02-22 18:20:30.000000	true	false	18
broad	263	2016-02-11 20:10:22.000000	2016-02-22 18:21:44.000000	true	false	18
relatives	270	2016-02-20 09:05:43.000000	2016-02-22 18:26:55.000000	true	false	18
poltry	326	2016-04-27 15:30:36.000000	2016-04-27 15:30:36.000000	false	false	18
struck	313	2016-02-22 17:34:04.000000	2016-02-22 18:27:05.000000	true	false	18
removal	139	2016-01-25 19:07:13.000000	2016-02-22 18:27:39.000000	true	false	18
chamber	319	2016-02-28 12:56:10.000000	2016-02-28 12:56:10.000000	false	false	18
detention	320	2016-02-28 12:56:52.000000	2016-02-28 12:56:52.000000	false	false	18
aligned	321	2016-02-28 13:56:13.000000	2016-02-28 13:56:13.000000	false	false	18
misaligned	322	2016-02-28 13:56:50.000000	2016-02-28 13:56:50.000000	false	false	18
featured	323	2016-02-28 13:57:24.000000	2016-02-28 13:57:24.000000	false	false	18
test1234	340	2016-06-07 11:13:49.000000	2016-06-07 11:13:49.000000	false	false	18
